id,type,name,passwd,sex,dept
0401258,1,唐鸿畅,"w;MG'V,""]-nB_jZgI(*U~+D,[?m+kEl2",1,物理学院

0501259,1,杨雅懿,+o>Z4)G.x[k@+]bq+/WiI9aNxfZ]>7n>,1,化学院

0001260,1,郭子琪,*1oT5^k:9_v/[B+MLw5r2w)!RcP#vBQh,1,计算机学院

0101261,1,郝修雅,"<-uU&O""PlUUl_e^S~PKNbMEquW?JxZ0K",1,教育学院

0201262,1,孔翔宇,",kKL&N8zdrC""DT9Ltq'yr:S\.utIgGU?",1,文学院

0301263,1,漕玉轩,mGd7symPRb1=2D.qRc;!vpw(5FUIMo23,1,数学学院

0401264,1,常温瑜,</CF^64](X$F5h[GZ_rq0(@z:Hv*2u%x,1,物理学院

0501265,1,任浩气,"(H$n/L3Y[Jrj""s*na5yPZ-~VKG(fANu@",1,化学院

0001266,1,余元纬,"GaB2,,WD,\zrvf}B]~M%M'n_9/tWq=4/",1,计算机学院

0101267,1,秦光耀,"gWb>CPn~J0+dI@]nljG,C^W@J^dU\;cQ",1,教育学院

0201268,1,李宏旷,_^YKll>60'A.yT4<Hgo>lK;W[v56<v[Z,1,文学院

0301269,1,杨高昂,"lr*P3""ug-v.\|>LBT39.+/,a{e>BBG,E",1,数学学院

0401270,1,冯永元,"QWIHM;~d-~#GYU;{yR'(;0R{@U""L1[i@",1,物理学院

0501271,1,汤天赋,H0@{GCS83'5M19sW6FVSR!C@cFSeDZxk,1,化学院

0001272,1,丁文林,"e""%,res_RWHqp~xO(uKOcVbuKaiu10g7",1,计算机学院

0101273,1,邓坚壁,"6-G6hTdeFcmb,WzglXiYJBgsD\hZ=U^T",1,教育学院

0201274,1,武鸿达,cu]9{'ld2\iA/pXQ#6O_-gXTk\c_M0rk,1,文学院

0301275,1,陆项禹,"R{""Ml*+R$>v>4B!|v/4$Zy<gEXZ~X{'""",1,数学学院

0401276,1,陆乐生,53b*=8Q3>5J~*cDNS|/ECEr*]ZaObrF},1,物理学院

0501277,1,袁雅逸,"8To7VYQJF/S>R^8QD)+@U7+,4Icbvcje",1,化学院

0001278,1,卢健柏,g.OnS^se6x^?P$*aWuly;t6qr+ig4-Z:,1,计算机学院

0101279,1,金炎彬,?71+wW@8Gk!pEZs)*Y+ROSWo9v?]kL&{,1,教育学院

0201280,1,卢博延,"T(y""Io*lSO}}I(xdHjkylGgIPwFqI@Dq",1,文学院

0301281,1,崔刚洁,"u,v~QG._=*[5g5qag4|I~y4-0-hEd$;'",1,数学学院

0401282,1,崔彭祖,"/7SRY""5ur,s|N}~zm\cOlNpmA'opF1_=",1,物理学院

0501283,1,彭俊悟,_kntO?otA;/cHL}xx?)]+Ym]:VY<]0GI,1,化学院

0001284,1,孙锦程,"s/zU'3Hv^IZ}6N26*""\dSajupNl=vd5[",1,计算机学院

0101285,1,傅弘义,"TBv~hp1""?P)8AdPH0%Ix'^)vH_o$-cv2",1,教育学院

0201286,1,赵斌蔚,Cpjtf1RG$P=R(L;bO?A1E9vuPGFyC1;A,1,文学院

0301287,1,常鹏涛,VSTiljP*rdeLQ^7(BB0Ps=~z}[AGLr~A,1,数学学院

0401288,1,张子实,5dIF-CC#(rJj?\d]Z$G5I%6+mQ%^vLHq,1,物理学院

0501289,1,冯鸿哲,T'(v1qn{4%~^'.U1Yk^|avay!IWpArzg,1,化学院

0001290,1,王鸿雪,*S]nF/_ku+zgiw=:qmfqnKBo7mLj)!v3,1,计算机学院

0101291,1,唐宏儒,DH-[4Z4?Eh4Z3Z'/pWRe|K%kedP>s3Y!,1,教育学院

0201292,1,郭飞扬,"'.#>44|8kuk""y(c^4Sff,On<zJT'!NZt",1,文学院

0301293,1,朱锐藻,"SJESMn|.R,X@xty*w*%\5ErbZk@M(|V<",1,数学学院

0401294,1,叶英达,"@TXBT#S%[]c?x,|gk!DJBj=Z0,i/7PP]",1,物理学院

0501295,1,邱玉成,{PVx-2y^2lj<C79NO'cezU|+(NwQx.]!,1,化学院

0001296,1,文鹏程,";_0Fjkb%[L!B-0@Zo,[KD@L,c!O@VTi$",1,计算机学院

0101297,1,孟俊名,"[~.M&f'8~dU7p?Ju$bA_F,KP{tF113aQ",1,教育学院

0201298,1,姜永康,H^{+@_Nk_B#vuv!j>A(6Tyx>mu%iPF-G,1,文学院

0301299,1,田才英,kfl?}p);1m~9fI2Iv&%F0Gd;>U}0tco%,1,数学学院

0401300,1,卢宏浚,":N5B;)F7K^|]XR""]s93?9QUtUO;f&SE4",1,物理学院

0501301,1,贾光耀,":0==#50(ZXfAx:&OeVaiT'""'Hjh=*G~_",1,化学院

0001302,1,汤英耀,y~~N7-D\ES+>EX9f1Y;Ri6<_eW#F5?xd,1,计算机学院

0101303,1,徐和韵,"""p<>j[aF$]3*ne]u""V@yrpfN(|i$QoKo",1,教育学院

0201304,1,秦英光,m&RC5ch3I9ykRK<!-fKwybsRp}*=fXbB,1,文学院

0301305,1,邹坚成,"KoT)8Nvya?hmks-\;^limh""CgehKIO<5",1,数学学院

0401306,1,姜文轩,d#Wuaf6g5.Fto6UT*&*[iUvV02OhNMrg,1,物理学院

0501307,1,董鸿云,"Cuy3ZQ[4rK[thT~>;#+kS""Kv1wSN$6B*",1,化学院

0001308,1,韩乐正,bpZ|H/kK14y\D+%W.EJs=R@?='})0rYY,1,计算机学院

0101309,1,叶英才,5h2wR$39?zrv=z;w;|b#pS*0dh90V=Cf,1,教育学院

0201310,1,邓和宜,"R#7&U:d""JWLGa/iGzY5$oFtLWq31!:()",1,文学院

0301311,1,易俊风,wfYtY@G#uiv^Wz^~>cQx+%nK!vKrM2[q,1,数学学院

0401312,1,许建树,"?'|''/Z!TIB.%^nEQwuQP{xBh,j2tRSu",1,物理学院

0501313,1,郝弘阔,qE)iAs./K3u~oL@(8z?{=R/'~\PP=\m;,1,化学院

0001314,1,卢康适,53b|I$2~51|_>I*P08b}AzvW$/&r#%u5,1,计算机学院

0101315,1,邱宾实,"Z9t5Z-V[nN8\X1}s:nqX~7Vv,UCG{/(6",1,教育学院

0201316,1,王俊晤,)ggI#(;>_!A(-I*#R2!mCsX'^gX['I|?,1,文学院

0301317,1,顾明亮,6+?+BmRj\/)V]-'Z@kfuI.-:NfB&u_Y0,1,数学学院

0401318,1,黎乐和,Hhs_e|w0VnjW{A0t>R#tNpunXP&~4m&O,1,物理学院

0501319,1,顾嘉颖,Q*Yx7LNVqNJ-@6VFu:0%5jzO7L?P*'kl,1,化学院

0001320,1,程宜年,"t|+m89{_c0;6@EU!0JQ5)V<|$6Bat""t""",1,计算机学院

0101321,1,夏和昶,Bol4t#qOccVQ6-Q}2t]!!*}$d;M:.28$,1,教育学院

0201322,1,龙圣杰,"&THf3wAx@,-+;}>j'hGIS@Hc/Os7pG<*",1,文学院

0301323,1,姚德润,(x]#d>.'*oU+ziUI{R3KB0z*C:f7XtKV,1,数学学院

0401324,1,贺勇捷,"E(qP(~=""f/b?ISDgo?ZB>Y!zOv5l,WfP",1,物理学院

0501325,1,梁良弼,"""1SldY%""RF}uw37Z'ue;ch&^v]+I!1]A",1,化学院

0001326,1,卢晗日,"^87E9/c*L"":W3UWd{z@/Kb(xQ.TlW[!L",1,计算机学院

0101327,1,蒋才艺,"YUGgi-2R\l_->'ig;^<12K,/@S[~Tv}G",1,教育学院

0201328,1,何建茗,ut6Sj;6s:M-e3{t]-A[c]/]kf>hW~V3x,1,文学院

0301329,1,秦志义,"h7;r=BACON2E*TM_',o?.}g""ADkZ]u\%",1,数学学院

0401330,1,尹昊焱,^mPN<w>kYpstmVM7(vVdxiF3kmq84^Wz,1,物理学院

0501331,1,孔子安,u3t7|0G|K3[jbmCS!_>FEGSw{?Mp-u;E,1,化学院

0001332,1,姚宏博,")S7X{4g6m[Moi""hx^+!ALe[T""f.*2~1s",1,计算机学院

0101333,1,吴宏深,"X:<.Vy|39!d,<M4Dk-NVu!eqRl0VNfrP",1,教育学院

0201334,1,孔咏思,}{_5HLsMME$RJw>9qb=y@/7]lnMhfbba,1,文学院

0301335,1,马建明,"CJmPe>@Kr*J&hPNcm}JREIm@""KRhC}c/",1,数学学院

0401336,1,段乐成,>%L2Y-Eo'!!n~cnsUc1h5r[=u1^Zw2Nx,1,物理学院

0501337,1,田坚成,Z4NDP}Cv&;1lOGjXs5k5T$u4~!zS6E/a,1,化学院

0001338,1,刘博雅,X5$Sn3+r$5*Q7WtxG|T[0(&l]>;IflZz,1,计算机学院

0101339,1,白峻熙,"C-[GW'?qj+X#cj~iI,|s|#qM)5@_L7'(",1,教育学院

0201340,1,冯祺然,"Ok=]lx0~5hnj];ym!z}ezkDPd""!w>Dl#",1,文学院

0301341,1,苏嘉实,iSnqz}7AK++b2i<]F)beZB#cbOivAm>g,1,数学学院

0401342,1,黄元良,"Hf=i<""%#3?x1a^{J$=f]C8lcoL)IpUNL",1,物理学院

0501343,1,方锐立,"Z|xt*bAyRp.h0Of(Whx.9OF~hIn""0sE+",1,化学院

0001344,1,丁锐达,"'%Nv+&t<I7eVu,wD_(w3J6_zEKs{5F1!",1,计算机学院

0101345,1,方阳伯,"$TWWW*}1u,%0mYZj/X;[AuN(;k?.IBdi",1,教育学院

0201346,1,邵英悟,he2ZCUydpOtt506Sf1!w1[T[%$UvH~7i,1,文学院

0301347,1,廖心思,".z!C34W""#q0RAn+?2i'sD9v>H;sC6KIl",1,数学学院

0401348,1,卢阳文,"r2:^_-yaL><=>}8SjhJOS$,)40IrhYB(",1,物理学院

0501349,1,贾弘雅,]78IBJdZ3GfD?:]hQj#b!C*;KG|O]r\q,1,化学院

0001350,1,邵雅逸,"0Q-rWi&8{""UV^$0%bhAGJKIGB/7:|lBq",1,计算机学院

0101351,1,彭乐容,"y2w~8v)rqh3M{\P:O39b/,e7%eIVW+ox",1,教育学院

0201352,1,白鹏翼,"<hwTM#9QSH$)/!""p|)TRe<*|n^Ccho2g",1,文学院

0301353,1,任阳煦,F+|_x\(k#G*EjozS@-K$\1iUkVffx%Jw,1,数学学院

0401354,1,田宾鸿,e)%JZZw6|_-88o%b[qLOU\mo6[a{q?8T,1,物理学院

0501355,1,张正豪,K?zVTcQ't7cdz~M!dp$qs2@zP|#5XOgi,1,化学院

0001356,1,周志专,"0U&~.kcN|Q3g&C90@]b]RHx!E},Nls#J",1,计算机学院

0101357,1,武和通,wF]e.znwT<f1ey!B*0FS+Jv*Fp91psxF,1,教育学院

0201358,1,漕浩荡,"Gc^^o.IzDVVN|Dqb48YAMev5""@DK=u:A",1,文学院

0301359,1,陈浩荡,CYYIVszI<C-qL]4_qB<sDofaR-(tc#)1,1,数学学院

0401360,1,廖浩旷,he(F-A$#s*z+R#{.9UiP]$]5C44uScN6,1,物理学院

0501361,1,常景明,[~hEcDZ_8.@}c01WVqYd;BmWe>NTp@9F,1,化学院

0001362,1,薛嘉祥,/E2$YN!-w8nSGM$F2*4r>Kg~DOA&azJH,1,计算机学院

0101363,1,程鹏运,"KHyf@K\0)Y}H0&stwPw\,>F<QlfA[)+.",1,教育学院

0201364,1,江元恺,8@;wG#yE)H+[{&_=j764lm<YR<x'F;qJ,1,文学院

0301365,1,赖子琪,")U+@TVu8'jk![sK4Vrm)WC""x6,9nd6~k",1,数学学院

0401366,1,董昊天,}Of--g!nU8h}Gj!)Sq$:[|@W3<K$sT]l,1,物理学院

0501367,1,顾恺乐,"KC'\2j_Up^.qh8<eW+['v*,jM+3=Ij)C",1,化学院

0001368,1,邓嘉德,"L]DWI3%cEQ>$Y:~P:lMZ5=r""dg:Zr#~l",1,计算机学院

0101369,1,廖嘉茂,"1JAC0!oHIk^^)"";#_ZN5DGXgk#<y%-$+",1,教育学院

0201370,1,夏正谊,"[f,x({Q_Qi,.&/+{XI.Q*pg3]z%di4kq",1,文学院

0301371,1,郭俊名,(x7*SgWNt^Wokl[a41gYXUyiDWfD%KWG,1,数学学院

0401372,1,顾欣荣,a({FdI7NXTJMkT0Pv~hD;OiU#sp(6=SJ,1,物理学院

0501373,1,文高扬,"iNN&X?d5|$1ghv3foc7~e%a&8\~7UB6,",1,化学院

0001374,1,漕俊郎,gr;EGLn'2H~>JYx}/bJe-KLqB6u99+*-,1,计算机学院

0101375,1,蔡同济,TG*zyoQK3Wtp^4Y:h%$OZKD\B^'d=fkF,1,教育学院

0201376,1,于俊雄,"bju^/:tN""q|0jxAw3D{AzHA+926QEytv",1,文学院

0301377,1,熊志义,"bRx>,K;<{X7h_/ylbDgO2,Ul.>2}SW(6",1,数学学院

0401378,1,陈嘉勋,s;WsNG&.DyPNznJm\rZ|.oun:]%CPO;f,1,物理学院

0501379,1,杜元良,"gY/~h&%A/CQFtemg)1{-*/""G9yuT[3X.",1,化学院

0001380,1,范宏博,}%St=DR'g.Vc;8kvLb({</!BjYEH+Gw:,1,计算机学院

0101381,1,熊鹏运,u(H?%#a@5+9WQ(A<A>kyx8jH|aoKH{Z6,1,教育学院

0201382,1,姚飞鹏,obbtNE7[aHHwWCX$/+:N$#A6c9Tjs$iD,1,文学院

0301383,1,魏坚白,}v~D*>Hj*31|oF(Kiw%t7IFI=3<@)*_F,1,数学学院

0401384,1,赵同方,"n,55jf5}&r\957@knGqRu%R&V3/AQ%=%",1,物理学院

0501385,1,杜德容,!BPqw\S0G|PKE;7I>B[E#dUtf+[cs>}Z,1,化学院

0001386,1,陈高翰,wRYa0^vft;&vt|:|[:2CrsgHVMlsmc3m,1,计算机学院

0101387,1,高星纬,{SRNQ5v:r)P9|yuyB|@~vRGe0m4(SAAx,1,教育学院

0201388,1,傅思远,"'>&zE9NUyR""/xPv^vPXh{<XT.]#irS,F",1,文学院

0301389,1,郑俊捷,Pt1LKsu?mPWk}9|t}{og*O6U0P7aF\y),1,数学学院

0401390,1,廖敏学,9H}B/0Wiqhb6^Lq9N8cXK%DrTMo(Sy9Z,1,物理学院

0501391,1,杨文康,"NOi^""neaDim7b4n^S1m](iSg5l*GN%0I",1,化学院

0001392,1,廖阳炎,"sN.JlE<SPZYsE/Dq55n*@w;""@Bz17Exf",1,计算机学院

0101393,1,谢嘉庆,q?UpPdTU>9lx#Y>wZX8.R!vwRbm'0G$d,1,教育学院

0201394,1,胡承宣,y5@&j7zE*#}UaqH6/V1WX_8fe#}=HsU+,1,文学院

0301395,1,宋振国,zTvYo0])95[gRqDfp:Jvo]Qu[(m=0{]>,1,数学学院

0401396,1,杜阳飇,"&?r~,7({r0+=ljxqs1{dw4t$|7*i##./",1,物理学院

0501397,1,陈弘文,"X^KZJx1$jq$hb\3\#XwWcMr?9pWk3,4x",1,化学院

0001398,1,武正卿,[h#ekt!y^>fU&KO8YiPUUY7ZWMGRMs-n,1,计算机学院

0101399,1,龚奇胜,"&Ki~6zDEC;l_dzt.O*T2#UMY,N}/hMzu",1,教育学院

